idu,nom_com,code_dep,section,numero,area_m2,built_m2,built_pct,zone_name
93031000BC0043,Épinay-sur-Seine,93,BC,0043,25015.0,150.19693636139326,0.6,Zone d'Activité Economique de la Route de Saint-Leu
940380000M0270,L'Haÿ-les-Roses,94,0M,0270,22021.0,168.51486293014887,0.8,Centrale de géothermie de L'Haÿ les Roses
785170000F0166,Rambouillet,78,0F,0166,24750.0,209.58748023782908,0.8,
775340000A0313,Yèbles,77,0A,0313,22372.0,213.0965423136737,1.0,Les Portes de Yèbles
94017000CD0209,Champigny-sur-Marne,94,CD,0209,21814.0,219.26772005914583,1.0,ZAC du Marché Rollay
940730000F0215,Thiais,94,0F,0215,26692.0,313.19106695937546,1.2,Sénia-Alouettes
774820000B0298,Varennes-sur-Seine,77,0B,0298,22791.0,275.49771661740533,1.2,
920500000T0073,Nanterre,92,0T,0073,28792.0,438.9610752367688,1.5,Déménagement Durand
91521000AC0072,Ris-Orangis,91,AC,0072,28934.0,554.9137505478454,1.9,
920360000D0018,Gennevilliers,92,0D,0018,29276.0,563.7510446045246,1.9,Mole 1-2
91191000AB0033,Crosne,91,AB,0033,22800.0,475.91564180871046,2.1,Parc d'activités de la Plaine Haute
78343000ZA0013,Les Loges-en-Josas,78,ZA,0013,30000.0,1001.2198937534762,3.3,Zone Industrielle de la Croix Blanche
78123000AR0541,Carrières-sous-Poissy,78,AR,0541,23365.0,1896.802925787476,8.1,
94081000DF0195,Vitry-sur-Seine,94,DF,0195,27844.0,2372.882035583276,8.5,
94022000AB0034,Choisy-le-Roi,94,AB,0034,26666.0,3109.7678468085996,11.7,Usine de production d'eau potable de Choisy-le-Roi
