idu,nom_com,code_dep,section,numero,area_m2,built_m2,built_pct,zone_name
60012000AB0009,Andeville,60,AB,0009,22259.0,0.0,0.0,
60570000AB0093,Saint-Crépin-Ibouvillers,60,AB,0093,24680.0,0.0,0.0,
600860000Y0097,Boran-sur-Oise,60,0Y,0097,25051.0,0.0,0.0,
600870000Z0076,Borest,60,0Z,0076,21522.0,0.0,0.0,
75112000DN0010,Paris,75,DN,0010,21815.0,0.0,0.0,
75119000CB0012,Paris,75,CB,0012,20523.0,0.0,0.0,
75118000CU0031,Paris,75,CU,0031,29699.0,0.0,0.0,
75118000BX0053,Paris,75,BX,0053,20278.0,0.0,0.0,RATP Cap Ateliers Championnet
75116000CR0006,Paris,75,CR,0006,25690.0,0.0,0.0,Services Municipaux
75114000CF0007,Paris,75,CF,0007,25063.0,0.0,0.0,
75118000CT0007,Paris,75,CT,0007,22975.0,0.0,0.0,
75118000CV0083,Paris,75,CV,0083,23851.0,0.0,0.0,
77327000AB0018,Nangis,77,AB,0018,21805.0,0.0,0.0,Sucrerie de Nangis
77479000AD0018,Vaires-sur-Marne,77,AD,0018,23176.0,0.0,0.0,ZAC du Gué de Launay
77146000AE0018,Croissy-Beaubourg,77,AE,0018,20550.0,0.0,0.0,
77378000AE0018,Pringy,77,AE,0018,24877.0,0.0,0.0,Zone d'Activités des Longues raies
60175000AN0063,Creil,60,AN,0063,28007.0,0.0,0.0,Parc Technologique Alata
60176000ZH0051,Crépy-en-Valois,60,ZH,0051,22030.0,0.0,0.0,Zone industrielle les portes du Valois
600440000A0516,Balagny-sur-Thérain,60,0A,0516,20754.0,0.0,0.0,
60010000ZL0052,Amblainville,60,ZL,0052,21076.0,0.0,0.0,
60414000AX0540,Montataire,60,AX,0540,22645.0,0.0,0.0,Les Marches de l'Oise
60570000ZA0056,Saint-Crépin-Ibouvillers,60,ZA,0056,29612.0,0.0,0.0,
60155000ZE0057,Cires-lès-Mello,60,ZE,0057,25454.0,0.0,0.0,
602380000A0574,Fleurines,60,0A,0574,25870.0,0.0,0.0,
60321000ZC0006,Ivry-le-Temple,60,ZC,0006,28880.0,0.0,0.0,
60570000ZA0060,Saint-Crépin-Ibouvillers,60,ZA,0060,29139.0,0.0,0.0,
606700000C0060,Verneuil-en-Halatte,60,0C,0060,20248.0,0.0,0.0,Centrale solaire de l'Aérodrome de Creil
60463000AO0061,Nogent-sur-Oise,60,AO,0061,20070.0,0.0,0.0,Espace Burton
60500000AD0062,Le Plessis-Belleville,60,AD,0062,21444.0,0.0,0.0,
77152000AI0018,Dammarie-les-Lys,77,AI,0018,25188.0,0.0,0.0,
60175000BL0063,Creil,60,BL,0063,20291.0,0.0,0.0,ZAET Creil Saint-Maximin
604330000C0646,Mortefontaine-en-Thelle,60,0C,0646,26264.0,0.0,0.0,
60414000AP0065,Montataire,60,AP,0065,20206.0,0.0,0.0,Plaine Industrielle
603410000Z0068,Lagny-le-Sec,60,0Z,0068,26080.0,0.0,0.0,
60398000ZD0068,Le Mesnil-en-Thelle,60,ZD,0068,22048.0,0.0,0.0,Les quatre rainettes
600200000B0007,Antilly,60,0B,0007,20135.0,0.0,0.0,
60575000AM0007,Sainte-Geneviève,60,AM,0007,20173.0,0.0,0.0,Alcopa Auction
60395000AW0071,Méru,60,AW,0071,28864.0,0.0,0.0,
604690000B0720,Novillers,60,0B,0720,24419.0,0.0,0.0,
606860000W0721,Villers-sous-Saint-Leu,60,0W,0721,20265.0,0.0,0.0,
95585000AN0139,Sarcelles,95,AN,0139,26813.0,0.0,0.0,
602380000A0727,Fleurines,60,0A,0727,29182.0,0.0,0.0,
773840000Y0243,Réau,77,0Y,0243,26786.0,0.0,0.0,Safran - Pôle d'activités de Villaroche
77449000AH0023,Serris,77,AH,0023,25414.0,0.0,0.0,Datacenter Banque de France
77449000AI0023,Serris,77,AI,0023,25074.0,0.0,0.0,
77058000AR0023,Bussy-Saint-Georges,77,AR,0023,27415.0,0.0,0.0,ZAC Léonard de Vinci
77477000ZA0236,Ury,77,ZA,0236,25430.0,0.0,0.0,
77407000AV0237,Saint-Fargeau-Ponthierry,77,AV,0237,29486.0,0.0,0.0,
770480000H0238,Bourron-Marlotte,77,0H,0238,20233.0,0.0,0.0,
775140000A0239,Villeparisis,77,0A,0239,26773.0,0.0,0.0,
77479000AD0024,Vaires-sur-Marne,77,AD,0024,25674.0,0.0,0.0,ZAC du Gué de Launay
77322000ZK0024,Moussy-le-Neuf,77,ZK,0024,20128.0,0.0,0.0,
774440000Y0024,Sancy-lès-Provins,77,0Y,0024,21860.0,0.0,0.0,
774640000Z0241,Thorigny-sur-Marne,77,0Z,0241,22729.0,0.0,0.0,Zone d'activité des Hauts de Vallière
774640000Z0243,Thorigny-sur-Marne,77,0Z,0243,20582.0,0.0,0.0,Zone d'activité des Hauts de Vallière
77305000AN0229,Montereau-Fault-Yonne,77,AN,0229,20000.0,0.0,0.0,YARA France
77169000AD0246,Émerainville,77,AD,0246,27178.0,0.0,0.0,
77181000ZA0246,Ferrières-en-Brie,77,ZA,0246,24302.0,0.0,0.0,Parc d'activité du Nid de Grives
771040000A0025,Châtres,77,0A,0025,21744.0,0.0,0.0,
77058000AM0025,Bussy-Saint-Georges,77,AM,0025,26957.0,0.0,0.0,Parc Gustave Eiffel
77058000AR0025,Bussy-Saint-Georges,77,AR,0025,21909.0,0.0,0.0,ZAC Léonard de Vinci
77325000ZE0025,Mouy-sur-Seine,77,ZE,0025,27688.0,0.0,0.0,
77322000ZL0025,Moussy-le-Neuf,77,ZL,0025,24506.0,0.0,0.0,
77431000AE0250,Saint-Pierre-lès-Nemours,77,AE,0250,27696.0,0.0,0.0,
773730000B2541,Pontault-Combault,77,0B,2541,20696.0,0.0,0.0,
77448000ZB0256,Sept-Sorts,77,ZB,0256,24198.0,0.0,0.0,
77337000AE0259,Noisiel,77,AE,0259,20097.0,0.0,0.0,ZAE Noisiel 2
77058000AO0026,Bussy-Saint-Georges,77,AO,0026,20979.0,0.0,0.0,Parc Gustave Eiffel
77294000BK0192,Mitry-Mory,77,BK,0192,20300.0,0.0,0.0,
77445000BK0018,Savigny-le-Temple,77,BK,0018,25015.0,0.0,0.0,
77437000ZA0018,Saint-Soupplets,77,ZA,0018,20000.0,0.0,0.0,
95058000ZC0142,Bernes-sur-Oise,95,ZC,0142,27672.0,0.0,0.0,Corepa
772960000C1841,Moissy-Cramayel,77,0C,1841,29964.0,0.0,0.0,Parc d'activités de l'A5-Sénart
774820000B1847,Varennes-sur-Seine,77,0B,1847,22418.0,0.0,0.0,
773900000D1848,Roissy-en-Brie,77,0D,1848,23841.0,0.0,0.0,Parc d'Activités de la Forge
771820000G0185,La Ferté-Gaucher,77,0G,0185,23170.0,0.0,0.0,
77139000BD0186,Courtry,77,BD,0186,23306.0,0.0,0.0,Zone industrielle La Régale
77449000AI0019,Serris,77,AI,0019,23971.0,0.0,0.0,
77445000BL0019,Savigny-le-Temple,77,BL,0019,28892.0,0.0,0.0,
77322000ZL0019,Moussy-le-Neuf,77,ZL,0019,20949.0,0.0,0.0,
77291000AH0191,Le Mesnil-Amelot,77,AH,0191,20183.0,0.0,0.0,
78029000AN0444,Aubergenville,78,AN,0444,25020.0,0.0,0.0,
77145000ZI0196,Crisenoy,77,ZI,0196,21000.0,0.0,0.0,
77294000BK0197,Mitry-Mory,77,BK,0197,20329.0,0.0,0.0,
774090000A1994,Saint-Germain-Laval,77,0A,1994,21237.0,0.0,0.0,
774090000A1996,Saint-Germain-Laval,77,0A,1996,24373.0,0.0,0.0,
77389000AD0020,La Rochette,77,AD,0020,20195.0,0.0,0.0,ZAE Bel Air
77322000ZL0020,Moussy-le-Neuf,77,ZL,0020,30000.0,0.0,0.0,
77257000ZO0020,Lizy-sur-Ourcq,77,ZO,0020,25782.0,0.0,0.0,Zone industrielle des Carreaux
77211000ZA0021,Grandpuits-Bailly-Carrois,77,ZA,0021,27880.0,0.0,0.0,Raffinerie de Grandpuits
77146000AE0212,Croissy-Beaubourg,77,AE,0212,28788.0,0.0,0.0,
771420000A0214,Crécy-la-Chapelle,77,0A,0214,26785.0,0.0,0.0,
773690000C0218,Poincy,77,0C,0218,24230.0,0.0,0.0,
775140000A0219,Villeparisis,77,0A,0219,22942.0,0.0,0.0,
91458000AI0072,Nozay,91,AI,0072,25460.0,0.0,0.0,Zone d'Activités de la Butte
91534000ZT0058,Saclay,91,ZT,0058,23496.0,0.0,0.0,CEA Paris-Saclay
91461000AA0006,Ollainville,91,AA,0006,20175.0,0.0,0.0,
91136000AE0006,Champlan,91,AE,0006,28012.0,0.0,0.0,Zone industrielle des Clotais
916310000V0060,Varennes-Jarcy,91,0V,0060,20016.0,0.0,0.0,
912260000B0060,Étréchy,91,0B,0060,28020.0,0.0,0.0,Parc d'Activité de la Juine
91228182AI0062,Évry-Courcouronnes,91,AI,0062,24748.0,0.0,0.0,
91521000AN0064,Ris-Orangis,91,AN,0064,22658.0,0.0,0.0,
913300000B0065,Lardy,91,0B,0065,25050.0,0.0,0.0,Centre d'essais Renault Lardy
91552000BA0066,Saint-Germain-lès-Arpajon,91,BA,0066,22627.0,0.0,0.0,
91228182AE0067,Évry-Courcouronnes,91,AE,0067,29613.0,0.0,0.0,
91047000ZD0068,Baulne,91,ZD,0068,23420.0,0.0,0.0,
91223000AC0007,Étampes,91,AC,0007,21690.0,0.0,0.0,Parc SUDESSOR
91223000AC0705,Étampes,91,AC,0705,24590.0,0.0,0.0,Parc SUDESSOR
91479000AB0058,Paray-Vieille-Poste,91,AB,0058,25167.0,0.0,0.0,
91086000BA0072,Bondoufle,91,BA,0072,29708.0,0.0,0.0,ZAC de la Tremblaie
914940000C0073,Le Plessis-Pâté,91,0C,0073,27258.0,0.0,0.0,ZAC de la Tremblaie
914320000F0747,Morangis,91,0F,0747,23949.0,0.0,0.0,
914320000K0787,Morangis,91,0K,0787,21844.0,0.0,0.0,
916310000V0080,Varennes-Jarcy,91,0V,0080,29252.0,0.0,0.0,Sivom
914680000A0825,Ormoy,91,0A,0825,21150.0,0.0,0.0,
91235000AA0086,Fleury-Mérogis,91,AA,0086,25584.0,0.0,0.0,Zone d'Activités Économiques Les Radars
91425000AD0088,Montlhéry,91,AD,0088,27295.0,0.0,0.0,
91016000AC0009,Angerville,91,AC,0009,29496.0,0.0,0.0,
91235000AA0092,Fleury-Mérogis,91,AA,0092,23957.0,0.0,0.0,Zone d'Activités Économiques Les Radars
916890000C0094,Wissous,91,0C,0094,23754.0,0.0,0.0,Orlyval
91345000AB0095,Longjumeau,91,AB,0095,20520.0,0.0,0.0,Zone industrielle du Chemin Blanc
78361000AV0162,Mantes-la-Jolie,78,AV,0162,25644.0,0.0,0.0,Zone d'activités Henri IV
78297000AW0014,Guyancourt,78,AW,0014,29767.0,0.0,0.0,Les Sangliers
78208000BF0014,Élancourt,78,BF,0014,23056.0,0.0,0.0,Parc d'Activités de Pissaloup - Paris-Saclay
78208000BI0014,Élancourt,78,BI,0014,29046.0,0.0,0.0,Parc d'Activités de Pissaloup - Paris-Saclay
78073000BL0014,Bois-d'Arcy,78,BL,0014,25200.0,0.0,0.0,Zone Artisanale Croix Bonnet
782690000D0503,Gazeran,78,0D,0503,23549.0,0.0,0.0,Parc d'activités Bel Air - La Forêt
78423000AM0015,Montigny-le-Bretonneux,78,AM,0015,20000.0,0.0,0.0,Zone d'activités de l'Observatoire
78220000AV0015,Les Essarts-le-Roi,78,AV,0015,26330.0,0.0,0.0,Zone artisanale de l'Aqueduc
78070000ZD0153,Boinville-en-Mantois,78,ZD,0153,29979.0,0.0,0.0,
78586000AN0159,Sartrouville,78,AN,0159,24384.0,0.0,0.0,Za du Prunay
785310000K1593,Rosny-sur-Seine,78,0K,1593,26504.0,0.0,0.0,Parc d'activités des Marceaux
78168000AH0016,Coignières,78,AH,0016,24540.0,0.0,0.0,
78297000AW0016,Guyancourt,78,AW,0016,26653.0,0.0,0.0,Les Sangliers
784720000G0160,Orsonville,78,0G,0160,24824.0,0.0,0.0,
915110000O0967,Pussay,91,0O,0967,26055.0,0.0,0.0,
78118000ZH0163,Buchelay,78,ZH,0163,29179.0,0.0,0.0,Zone industrielle Mantes - Buchelay
782960000E0169,Guitrancourt,78,0E,0169,21065.0,0.0,0.0,Zone industrielle Limay Porcheville
914940000B0546,Le Plessis-Pâté,91,0B,0546,23415.0,0.0,0.0,Les Ruches
91458000AA0055,Nozay,91,AA,0055,20076.0,0.0,0.0,"Nokia Paris, Saclay"
91521000AO0055,Ris-Orangis,91,AO,0055,26734.0,0.0,0.0,
91689000AE0554,Wissous,91,AE,0554,29897.0,0.0,0.0,
91223000AC0555,Étampes,91,AC,0555,21381.0,0.0,0.0,Parc SUDESSOR
91161000AB0557,Chilly-Mazarin,91,AB,0557,25947.0,0.0,0.0,
91228182AT0056,Évry-Courcouronnes,91,AT,0056,29297.0,0.0,0.0,Parc d'activités Petite Montagne Nord
91191000AB0568,Crosne,91,AB,0568,28563.0,0.0,0.0,Parc d'activités de la Plaine Haute
913630000A0579,Marcoussis,91,0A,0579,20000.0,0.0,0.0,Parc d'activités de La Fontaine de Jouvence
91045000AB0058,Ballancourt-sur-Essonne,91,AB,0058,21869.0,0.0,0.0,Zone d'activité des Gros
913380000V0176,Limours,91,0V,0176,28049.0,0.0,0.0,Thales Land and Air Systems
91286000AT0150,Grigny,91,AT,0150,22904.0,0.0,0.0,Zone d'Activités Économiques Les Radars
916480000V0154,Vert-le-Grand,91,0V,0154,20710.0,0.0,0.0,
91228182AI0155,Évry-Courcouronnes,91,AI,0155,23824.0,0.0,0.0,
914770000H0155,Palaiseau,91,0H,0155,27150.0,0.0,0.0,Centre d'intégration Nano-Innov
913380000V0157,Limours,91,0V,0157,23187.0,0.0,0.0,Thales Land and Air Systems
91477000AN0158,Palaiseau,91,AN,0158,22497.0,0.0,0.0,Parc d'Activités Gutenberg
916170000B1584,Tigery,91,0B,1584,21521.0,0.0,0.0,
91378000ZA0163,Mauchamps,91,ZA,0163,21240.0,0.0,0.0,Groupement des Mousquetaires - Base Logistique de Mauchamps
916480000B0165,Vert-le-Grand,91,0B,0165,22903.0,0.0,0.0,Serivel
91477000AN0167,Palaiseau,91,AN,0167,20148.0,0.0,0.0,ZA Les Glaises
916170000B1692,Tigery,91,0B,1692,28731.0,0.0,0.0,
91458000AA0017,Nozay,91,AA,0017,20702.0,0.0,0.0,Anciens abattoirs de Nozay (Lunézy)
91086000AH0170,Bondoufle,91,AH,0170,24449.0,0.0,0.0,ZI La Marinière
916890000X0147,Wissous,91,0X,0147,24455.0,0.0,0.0,
91657000AC0179,Vigneux-sur-Seine,91,AC,0179,28942.0,0.0,0.0,Cimenterie Matrif
91377000BE0018,Massy,91,BE,0018,21477.0,0.0,0.0,Énoris
91086000AM0180,Bondoufle,91,AM,0180,22421.0,0.0,0.0,
911090000A1874,Brières-les-Scellés,91,0A,1874,20194.0,0.0,0.0,Parc SUDESSOR
91103000BC0189,Brétigny-sur-Orge,91,BC,0189,20000.0,0.0,0.0,Parc d'Activité Maison Neuve - Les Cochets
91376000AK0190,Marolles-en-Hurepoix,91,AK,0190,23532.0,0.0,0.0,
916490000B1944,Vert-le-Petit,91,0B,1944,28700.0,0.0,0.0,PMC Isochem
91201000AM0199,Draveil,91,AM,0199,20262.0,0.0,0.0,Centre opérationel bus de Draveil
910270000O0002,Athis-Mons,91,0O,0002,21940.0,0.0,0.0,Allo Casse Auto
91228182AE0002,Évry-Courcouronnes,91,AE,0002,24566.0,0.0,0.0,
91458000AA0020,Nozay,91,AA,0020,27910.0,0.0,0.0,"Nokia Paris, Saclay"
91136000AE0202,Champlan,91,AE,0202,23905.0,0.0,0.0,
91377000BD0011,Massy,91,BD,0011,27375.0,0.0,0.0,ZAE La Bonde I
91103000BC0097,Brétigny-sur-Orge,91,BC,0097,29057.0,0.0,0.0,Parc d'Activité Maison Neuve - Les Cochets
91340000AN0099,Lisses,91,AN,0099,23225.0,0.0,0.0,Parc Technologique du Bois Chaland
914770000H0156,Palaiseau,91,0H,0156,27915.0,0.0,0.0,Centre d'intégration Nano-Innov
91226000ZC0375,Étréchy,91,ZC,0375,23717.0,0.0,0.0,
91377000AX0107,Massy,91,AX,0107,21711.0,0.0,0.0,
91589000BE0443,Savigny-sur-Orge,91,BE,0443,23188.0,0.0,0.0,
91235000AN0328,Fleury-Mérogis,91,AN,0328,20782.0,0.0,0.0,ZI La Marinière
91161000AB0001,Chilly-Mazarin,91,AB,0001,23230.0,0.0,0.0,
91016000AC0001,Angerville,91,AC,0001,25134.0,0.0,0.0,
91016000AE0001,Angerville,91,AE,0001,30000.0,0.0,0.0,
91338000AN0010,Limours,91,AN,0010,20810.0,0.0,0.0,
91085000ZE0104,Boissy-sous-Saint-Yon,91,ZE,0104,29579.0,0.0,0.0,
916790000B0108,Villiers-le-Bâcle,91,0B,0108,26007.0,0.0,0.0,CEA Paris-Saclay
78389000ZL0014,Méré,78,ZL,0014,21184.0,0.0,0.0,
91103000AK1125,Brétigny-sur-Orge,91,AK,1125,21786.0,0.0,0.0,
912940000P0116,Guillerval,91,0P,0116,20003.0,0.0,0.0,
91482000ZD0118,Pecqueuse,91,ZD,0118,22089.0,0.0,0.0,
91086000AE0012,Bondoufle,91,AE,0012,25432.0,0.0,0.0,ZI La Marinière
911590000H0125,Chevannes,91,0H,0125,22503.0,0.0,0.0,
916610000E1254,Villebon-sur-Yvette,91,0E,1254,20029.0,0.0,0.0,
91235000AA0128,Fleury-Mérogis,91,AA,0128,27337.0,0.0,0.0,
91659000AN0013,Villabé,91,AN,0013,21732.0,0.0,0.0,Parc d'activités Les Quarante-quatre Arpents
91129000AL1318,Cerny,91,AL,1318,21618.0,0.0,0.0,Usine béton mécanique
91086000AI0132,Bondoufle,91,AI,0132,26493.0,0.0,0.0,ZI La Marinière
91340000AY0134,Lisses,91,AY,0134,26000.0,0.0,0.0,
91103000BC0141,Brétigny-sur-Orge,91,BC,0141,25670.0,0.0,0.0,Parc d'Activité Maison Neuve - Les Cochets
78501000AK0081,Porcheville,78,AK,0081,25493.0,0.0,0.0,Linde
78624000BM0074,Triel-sur-Seine,78,BM,0074,22885.0,0.0,0.0,S.B.V.S.
78123000AE0754,Carrières-sous-Poissy,78,AE,0754,26441.0,0.0,0.0,Direction des routes et des transports - Centre d'exploitation
78343000ZA0076,Les Loges-en-Josas,78,ZA,0076,23020.0,0.0,0.0,Zone Industrielle de la Croix Blanche
783890000A0768,Méré,78,0A,0768,22342.0,0.0,0.0,
78314000ZE0077,Issou,78,ZE,0077,20021.0,0.0,0.0,Zone industrielle pétrolière
78124000BH0078,Carrières-sur-Seine,78,BH,0078,22740.0,0.0,0.0,Zone industrielle Ouest
783890000A0787,Méré,78,0A,0787,23365.0,0.0,0.0,
78124000BH0079,Carrières-sur-Seine,78,BH,0079,20058.0,0.0,0.0,Zone industrielle Ouest
78123000AI0799,Carrières-sous-Poissy,78,AI,0799,22869.0,0.0,0.0,
785580000B0008,Saint-Illiers-la-Ville,78,0B,0008,22930.0,0.0,0.0,
78123000AE0803,Carrières-sous-Poissy,78,AE,0803,28170.0,0.0,0.0,Centre Technique PSA de Carrières-sous-poissy
78168000AE0081,Coignières,78,AE,0081,25670.0,0.0,0.0,
78168000AH0074,Coignières,78,AH,0074,28796.0,0.0,0.0,Zone industrielle du Marais
78314000ZE0081,Issou,78,ZE,0081,23675.0,0.0,0.0,Zone industrielle pétrolière
78501000AK0082,Porcheville,78,AK,0082,21863.0,0.0,0.0,Linde
78616000ZT0083,Thoiry,78,ZT,0083,28418.0,0.0,0.0,Usine de méthanisation
785510000A0849,Saint-Germain-en-Laye,78,0A,0849,28546.0,0.0,0.0,
78172000AD0869,Conflans-Sainte-Honorine,78,AD,0869,24689.0,0.0,0.0,
782170000D0875,Épône,78,0D,0875,28268.0,0.0,0.0,ZAE La Couronne des Prés
78440000BE0009,Les Mureaux,78,BE,0009,24603.0,0.0,0.0,
78062000ZA0094,Beynes,78,ZA,0094,22967.0,0.0,0.0,
783140000B0953,Issou,78,0B,0953,20170.0,0.0,0.0,Zone industrielle pétrolière
782170000D0953,Épône,78,0D,0953,21400.0,0.0,0.0,ZAE La Couronne des Prés
782550000D0963,Freneuse,78,0D,0963,23638.0,0.0,0.0,
78327000AA0065,Juziers,78,AA,0065,20874.0,0.0,0.0,
78118000ZD0506,Buchelay,78,ZD,0506,29007.0,0.0,0.0,Zone industrielle Mantes - Buchelay
78498000AY0548,Poissy,78,AY,0548,26914.0,0.0,0.0,Usine Stellantis de Poissy
78498000AY0553,Poissy,78,AY,0553,27928.0,0.0,0.0,Usine Stellantis de Poissy
78486000AS0058,Le Perray-en-Yvelines,78,AS,0058,22907.0,0.0,0.0,Zone d'activités du Chemin Vert
78498000AY0583,Poissy,78,AY,0583,21068.0,0.0,0.0,Usine Stellantis de Poissy
78343000ZA0060,Les Loges-en-Josas,78,ZA,0060,26546.0,0.0,0.0,Zone Industrielle de la Croix Blanche
78486000BB0061,Le Perray-en-Yvelines,78,BB,0061,21022.0,0.0,0.0,Eiffage Construction
78123000AI0616,Carrières-sous-Poissy,78,AI,0616,23208.0,0.0,0.0,Centre Technique PSA de Carrières-sous-poissy
78168000AH0062,Coignières,78,AH,0062,22984.0,0.0,0.0,Raffinerie du Midi
78073000BL0062,Bois-d'Arcy,78,BL,0062,29443.0,0.0,0.0,Zone Artisanale Croix Bonnet
78168000AH0063,Coignières,78,AH,0063,23958.0,0.0,0.0,Zone industrielle du Marais
78621000AK0063,Trappes,78,AK,0063,29960.0,0.0,0.0,Parc d'activités de Trappes–Élancourt
78335000BI0138,Limay,78,BI,0138,21094.0,0.0,0.0,Zone portuaire Limay Porcheville
78071000AC0065,Boinville-le-Gaillard,78,AC,0065,27458.0,0.0,0.0,
78168000AL0066,Coignières,78,AL,0066,29011.0,0.0,0.0,
78486000BB0066,Le Perray-en-Yvelines,78,BB,0066,22833.0,0.0,0.0,Eiffage Construction
78073000BK0066,Bois-d'Arcy,78,BK,0066,25715.0,0.0,0.0,
78335000BH0067,Limay,78,BH,0067,21047.0,0.0,0.0,Zone industrielle Limay Porcheville
785500000C0007,Saint-Germain-de-la-Grange,78,0C,0007,20130.0,0.0,0.0,
78440000AB0007,Les Mureaux,78,AB,0007,29980.0,0.0,0.0,
78208000BK0007,Élancourt,78,BK,0007,25635.0,0.0,0.0,Parc d'Activités de Pissaloup - Paris-Saclay
78073000BK0071,Bois-d'Arcy,78,BK,0071,25540.0,0.0,0.0,
783200000B0723,Notre-Dame-de-la-Mer,78,0B,0723,21056.0,0.0,0.0,
78624000BM0073,Triel-sur-Seine,78,BM,0073,21294.0,0.0,0.0,SIVATRU
78029000AM1078,Aubergenville,78,AM,1078,22261.0,0.0,0.0,"Zone d'activités ""Les Chevries"""
78123000AR0021,Carrières-sous-Poissy,78,AR,0021,20087.0,0.0,0.0,Auto-Destruction
78624000BI0093,Triel-sur-Seine,78,BI,0093,20245.0,0.0,0.0,
782380000A0001,Flins-sur-Seine,78,0A,0001,22590.0,0.0,0.0,Usine Renault Pierre Lefaucheux
78644000AA0001,La Verrière,78,AA,0001,29955.0,0.0,0.0,
78545000AO0001,Saint-Cyr-l'École,78,AO,0001,24040.0,0.0,0.0,Centre d'exploitation - Direction des Routes Yvelines
78455000AM0011,Noisy-le-Roi,78,AM,0011,22667.0,0.0,0.0,
78297000AW0001,Guyancourt,78,AW,0001,26828.0,0.0,0.0,Les Sangliers
78640000AI0108,Vélizy-Villacoublay,78,AI,0108,23838.0,0.0,0.0,
782060000A1852,Ecquevilly,78,0A,1852,23835.0,0.0,0.0,Centre Opérationel Bus - Ecquevilly
78440000BD1045,Les Mureaux,78,BD,1045,21000.0,0.0,0.0,
78029000AM1026,Aubergenville,78,AM,1026,26906.0,0.0,0.0,"Zone d'activités ""Les Chevries"""
78389000ZK0010,Méré,78,ZK,0010,20335.0,0.0,0.0,
78335000BC0100,Limay,78,BC,0100,28081.0,0.0,0.0,PCAS
78062000ZK0102,Beynes,78,ZK,0102,28455.0,0.0,0.0,Station de compression Storengy de Beynes
78003000ZA0101,Ablis,78,ZA,0101,22517.0,0.0,0.0,
78297000BM0013,Guyancourt,78,BM,0013,25300.0,0.0,0.0,Les Sangliers
785580000B0101,Saint-Illiers-la-Ville,78,0B,0101,21792.0,0.0,0.0,
78310000AK0118,Houdan,78,AK,0118,28410.0,0.0,0.0,
78029000AC0013,Aubergenville,78,AC,0013,24330.0,0.0,0.0,Usine Renault Pierre Lefaucheux
78335000BC0098,Limay,78,BC,0098,24715.0,0.0,0.0,Zone industrielle Limay Porcheville
782170000D0126,Épône,78,0D,0126,21120.0,0.0,0.0,ZAE La Couronne des Prés
785010000B1224,Porcheville,78,0B,1224,25158.0,0.0,0.0,Centre de production thermique de Porcheville
78062000WA0012,Beynes,78,WA,0012,27500.0,0.0,0.0,
78498000AY0119,Poissy,78,AY,0119,23794.0,0.0,0.0,Usine Stellantis de Poissy
783670000A1183,Mareil-Marly,78,0A,1183,25508.0,0.0,0.0,
78644000AD0014,La Verrière,78,AD,0014,23386.0,0.0,0.0,
785310000K1179,Rosny-sur-Seine,78,0K,1179,25368.0,0.0,0.0,Parc d'activités des Marceaux
78440000AH0114,Les Mureaux,78,AH,0114,28161.0,0.0,0.0,ArianeGroup
78335000BK0111,Limay,78,BK,0111,22899.0,0.0,0.0,Zone portuaire Limay Porcheville
78172000AD0987,Conflans-Sainte-Honorine,78,AD,0987,24975.0,0.0,0.0,
78206000AE0131,Ecquevilly,78,AE,0131,21439.0,0.0,0.0,
783800000E0111,Maule,78,0E,0111,26431.0,0.0,0.0,Zone Artisanale Les Lézardes
78551000BH0110,Saint-Germain-en-Laye,78,BH,0110,27260.0,0.0,0.0,
95211000AD0584,Ennery,95,AD,0584,27486.0,0.0005523819514958517,0.0,ZAE La Chapelle
93005000CS0206,Aulnay-sous-Bois,93,CS,0206,21796.0,1.1864538617332225,0.0,
930550000S0062,Pantin,93,0S,0062,21121.0,7.747402237937854,0.0,Elis
91235000AA0082,Fleury-Mérogis,91,AA,0082,22216.0,12.508158011119516,0.1,
91521000AN0070,Ris-Orangis,91,AN,0070,26096.0,15.614785278535816,0.1,
920360000F0069,Gennevilliers,92,0F,0069,26227.0,19.005924927431856,0.1,Port de Gennevilliers
78267000AB0037,Gargenville,78,AB,0037,27235.0,22.614085680598972,0.1,Zone industrielle pétrolière
930570000C0028,Les Pavillons-sous-Bois,93,0C,0028,27919.0,25.938807513162246,0.1,
773161660A2100,Moret-Loing-et-Orvanne,77,0A,2100,29312.0,27.463718969715732,0.1,Site des Renardières
785170000F0268,Rambouillet,78,0F,0268,24518.0,30.340057592464927,0.1,
770320000E0379,Beton-Bazoches,77,0E,0379,20193.0,35.81997038692725,0.2,
940220000V0046,Choisy-le-Roi,94,0V,0046,25934.0,47.21066022905871,0.2,
78501000AK0091,Porcheville,78,AK,0091,26424.0,56.1987531074231,0.2,Zone industrielle Limay Porcheville
91103000BC0007,Brétigny-sur-Orge,91,BC,0007,21086.0,55.47849559910732,0.3,Parc d'Activité Maison Neuve - Les Cochets
78158000AE0335,Le Chesnay-Rocquencourt,78,AE,0335,20650.0,72.25807287713882,0.3,S.G.A.P. B.T.A.M.D.
940730000F0209,Thiais,94,0F,0209,20106.0,76.6928351282273,0.4,Sénia-Alouettes
78490000AA0328,Plaisir,78,AA,0328,25259.0,100.21818398400497,0.4,Zone Industrielle des Ébisoires
78545000AA0095,Saint-Cyr-l'École,78,AA,0095,22476.0,119.10706253611339,0.5,
95572000BX0021,Saint-Ouen-l'Aumône,95,BX,0021,24998.0,147.42089740027353,0.6,
